,,,,,,To check,To check,To check,To check,To check,To check,To check,To check,To check,,To check,,To check,To check,To check,To check,To check,To fill,To fill,To fill,To fill,To fill,To fill,To fill,To fill,
,,,A1241,573,1242,"Carbon stock appraisal of naturally growing trees on farmlands in plain zone districts of Chhattisgarh, India","The study was conducted to assess the current carbon stock status and future potential of existing agroforestry systems in Chhattisgarh, India. A total 60 plots of 0.4 ha each were selected in 15 villages of three districts (Bilaspur, Janjgir-Champa and Mungeli) of Chhattisgarh plain zone in a randomized sampling to determine tree density, species composition and tree growth. It was found that the existing trees on agricultural fields varied from 9.5 to 14.5 trees ha(-1), abundant with Butea monosperma (Lam.) Jaub (36%), Acacia nilotica (L) Willd. Ex. Delile (16%), Terminalia arjuna (Roxb.) Wight & Arn (11%) and Albizia procera (L.) Benth (6%). The average growing stock (volume) found minimum 7.30 m(3) ha(-1) (Janjgir-Champa) to maximum 13.97 m(3) ha(-1) (Mungeli). The current number of trees can be increased to 38 45 trees ha(-1) as the farmers of the areas showing willingness for planting indigenous trees in crops fields. The estimated total current tree carbon stock ranged from 15.81 q ha(-1) to 171.71 q ha(-1) in sampled villages, while the mean maximum carbon stock estimated 6.35 Mg ha(-1) for Bilaspur and minimum carbon stock 3.10 Mg ha(-1) for Janjgir-Champa district. The potential carbon stock in agroforestry trees estimated lowest 12.43 Mg ha(-1) in Janjgir-Champa and highest 21.71 Mg ha(-1) in Bilaspur District. The current level of mean carbons stock 5.08 Mg ha(-1) can be enhanced to 17.18 Mg ha(-1) by achieving potential tree density in farmers' field. Overall, there is a scope for about 238% increment in tree carbon stock from the current level in study areas through agroforestry interventions.",Y,Unsure,no DOI (manual),2018,TROPICAL ECOLOGY,"Chandra, KK; Singh, AK",,,Afforestation; biomass production; degraded sodic soils; ecosystem services; soil amelioration; understorey vegetation,SOIL; BIOMASS; REHABILITATION; AMELIORATION; DEGRADATION; MANAGEMENT; DYNAMICS,Council of Scientific & Industrial Research (CSIR) - India; CSIR - National Botanical Research Institute (NBRI),"[Singh, Yash Pal; Mishra, Vinay K.; Arora, Sanjay; Gupta, Ravindra K.] CAR Cent Soil Salin Res Inst, Reg Res Stn, Lucknow 226002, Uttar Pradesh, India; [Singh, Gurbachan] Agr Scientist Recruitment Board, New Delhi 112001, India; [Singh, Bajrang] CSIR Natl Bot Res Inst, Lucknow 226001, Uttar Pradesh, India","Singh, YP (corresponding author), CAR Cent Soil Salin Res Inst, Reg Res Stn, Lucknow 226002, Uttar Pradesh, India.",ICAR-Central Soil Salinity Research Institute,,,,,,,,,,
,,,C0058,574,3355,Ecological Determinants of Woody Plant Species Richness in the Indian Himalayan Forest,"The ecological importance of woody plant species richness is well known.
The role of abiotic ecological determinants on structuring the vegetation has been
well studied. The present study evaluated the independent and integrated strength of
the abiotic and biotic determinants in explaining species richness of woody plants in
the Indian Himalayan forest. The primary field inventory data was collected using
nested quadrat method (tree species at 10 × 10 m2, shrub species at 5 × 5 m2, and
herb species at 1 × 1 m2 quadrats) for different life forms and for the abundance
estimation within each 1 km transect. Each transect was laid in a 6.3 × 6.3 km2 grid
on the study site. The biotic determinants included diameter at breast height (d.b.h.)
and tree height, whereas the abiotic determinants were temperature, precipitation,
soil moisture, relative humidity and elevation. A total of 302 woody plant species
(233 genera and 53 families) were recorded from the field inventory. The woody
plant species richness was found to range from 1 to 54 per ha at transect level.
Structural Equation Model (SEM) evaluated different combinations of ecological
determinants for woody plant species richness. The abiotic or biotic determinants
were non-significant if considered independently; however, the integration of both
resulted in a significant relation with woody plant species richness. The best combination of ecological determinants include density d.b.h. ≥ 2.5 cm, tree height, relative
humidity, and elevation (R2 = 0.53). Overall, the integration of biotic and abiotic
determinants better explained woody plant species richness in the Indian Himalayan
forest",Y,Plot-based or transects,link,2021,NA,"M Swapna, TD Doma, S Arunima, G Ravikanth",,,,,,,,,,,,,,,,,,
,,,A2863,575,2864,"Aboveground tree biomass in a recovering tropical sal (Shorea robusta Gaertn. f.) forest of Eastern Ghats, India","Aboveground biomass of individual tree species by component and total biomass per unit area for four different stages of a recovering tropical dry deciduous forest stands, dominated by sal (Shorea robusta Gaertn. f.) of the Eastern Ghats, India were investigated during 2001-2002. Different periods of recovering (2, 4, 6, and 10-year) forest stands (84 degrees 13'E, 20 degrees 29'N) were selected in the Kandhamal district of Orissa, India and sample trees of all species were harvested. Tree species diversity was 23, 23, 21 and 22 in 2, 4, 6, and 10-year recovering stands, respectively. Species-wise Ixora pavetta showed the highest biomass in 2 and 4-year stands while Shorea robusta in 6 and 10-year stands. Component-wise, in all species, bole-wood contribution ranged between 22.6% and 60.9%. Aboveground tree biomass, in all the stands, was dominated by Shorea robusta, which ranged between 12.68 and 231.91 Mg ha(-1). Total aboveground tree biomass was 30.12, 49.21, 107.54 and 261.08 Mg ha(-1) in 2, 4, 6 and 10-year stands, respectively. (c) 2006 Elsevier Ltd. All rights reserved.",Y,Plot-based,https://doi.org/10.1016/j.biombioe.2006.01.003,2006,BIOMASS & BIOENERGY,"Behera, SK; Misra, MK",,,joint forest management; new institutional economics; institutions; natural resources; governance; property rights; India,,University of Bonn,"Univ Bonn, Ctr Dev Res, D-53113 Bonn, Germany","Behera, B (corresponding author), Univ Bonn, Ctr Dev Res, Walter Flex Str 3, D-53113 Bonn, Germany.",,,,,,,,,,,
,,,B0016,576,3355,Phytosociological assessment and carbon stock estimation and valuation in the tropical dry deciduous forest of Bihar,NA,Y,Plot-based,no DOI (manual),NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,A2251,577,2252,Above-ground tree outside forest (TOF) phytomass and carbon estimation in the semi-arid region of southern Haryana: A synthesis approach of remote sensing and field data,"Trees outside forest (TOF) play an important role in global carbon cycling, since they are large pools of carbon as well as potential carbon sinks and sources to the atmosphere. In view of the importance of biomass estimates in the global carbon (C) cycle, the present study demonstrates the potential of the standwise tree outside forest inventory data and finer spatial resolution of IRS-P6 LISS-IV satellite data to classify TOF, to estimate above-ground TOF phytomass and the carbon content of TOF in a semi-arid region of the southern Haryana, India. The study reports that above-ground TOF phytomass varied from 1.26 tons/ha in the scattered trees in the rural/urban area to 91.5 tons/ha in the dense linear TOF along the canal. The total above-ground TOF phytomass and carbon content was calculated as 367.04 and 174.34 tons/ha, respectively in the study area. The study results conclude that the classification of TOF and estimation of phytomass and carbon content in TOF can be successfully achieved through the combined approach of Remote Sensing and GIS based spatial technique with the supplement of field data. The present approach will help to find out the potential carbon sequestration zone in the semi-arid region of southern Haryana, India.",Y,Plot-based or transects,https://doi.org/10.1007/s12040-012-0237-z,2012,JOURNAL OF EARTH SYSTEM SCIENCE,"Singh, K; Chand, P",,,Vegetation cover; Seismo-tectonic environment; NDVI; Mid-wave infrared; Geo-electrical data; Baromura hill,EVOLUTION; REGION; OCEAN; SOUTH,Tripura University,"[Dey, Sudip] Tripura Univ, Dept Geog & Disaster Management, Agartala 799130, Tripura West, India; [Sarkar, Prasamita] Iswar Chandra Vidyasagar Coll, Dept Geog, Bilonia, Tripura South, India","Dey, S (corresponding author), Tripura Univ, Dept Geog & Disaster Management, Agartala 799130, Tripura West, India.",,,,,,,,,,,
,,,C0137,578,3355,Tree diversity and protection status in Northern Aravalli: The Manger Bani case,no abstract,Y,Plot-based or transects,link,"M Choudhary, J SchmerbeckÂ - Land-use Related Biodiversity in India - researchgate.net",NA,"M Choudhary, J Schmerbeck",,,,,,,,,,,,,,,,,,
,,,A0681,579,682,Quantifying the influence of plot-level uncertainty in above ground biomass up scaling using remote sensing data in central Indian dry deciduous forest,"aCCurate and reliable estimation of Above Ground Biomass (AGB) in tropical forests is much needed for net carbon assessments. The aim of the study is to determine the uncertainty in biomass estimation in terms of field plot size, shape and location error using field plot and remote sensing data in tropical dry deciduous forests of India. Detailed tree measurements and location mapping are performed in 13 (1 ha) plots and 1 a very large permanent plot of 32 ha and AGB is estimated using local volume equations. Remote sensing-based AGB estimated using a multiple linear regression model between the reflectance (Sentinel-2) and backscatter (Sentinel-1) with field AGB. The result shows relative root mean square error of the model decreased by approximately 50% with a plot size increase from 0.01 ha (64%) to 0.64 ha (14%). Furthermore, we also observed that the effect of global positioning system location errors in AGB modelling would be negated by increasing plot size.",Y,Plot-based or transects,https://doi.org/10.1080/10106049.2020.1864029,2022,GEOCARTO INTERNATIONAL,"Mayamanikandan, T; Reddy, S; Fararoda, R; Thumaty, KC; Praveen, MSS; Rajashekar, G; Jha, CS; Das, IC; Gummapu, J",,,Biodiversity; conservation; Jharkhand; sacred groves; totemism; tribal,,Indian Council of Agricultural Research (ICAR); ICAR - Indian Institute of Soil & Water Conservation; Indian Council of Agricultural Research (ICAR); ICAR - Indian Institute of Natural Resins & Gums; Indian Council of Agricultural Research (ICAR); ICAR - Indian Grassland & Fodder Research Institute,"[Singhal, Vibha] ICAR Indian Inst Soil & Water Conservat, Dehra Dun, Uttarakhand, India; [Ghosh, Jyotirmoy] ICAR Indian Inst Nat Resins & Gums, Ranchi, Bihar, India; [Bhat, Sheeraz Saleem] ICAR Indian Grassland & Fodder Res Inst, Res Stn, Srinagar, Jammu & Kashmir, India","Singhal, V (corresponding author), ICAR Indian Inst Soil & Water Conservat, Dehra Dun, Uttarakhand, India.",,,,,,,,,,,
,,,A2369,580,2370,Landscape-scale relationships between the exotic invasive shrub Lantana camara and native plants in a tropical deciduous forest in southern India,"Understanding exotic-native plant relationships within the context of landscape-scale environmental factors such as rainfall, topography, disturbance and forest structure, is important for distinguishing the role of invasions in native plant community change. In this study, the relationship between Lantana camara invasion and native forest understorey vegetation was described after accounting for environmental influences. Rainfall, terrain slope, altitude and fire frequency were measured from GIS layers, and tree density, dry above-ground L. camara biomass, and native plant abundance and species richness were measured in nested plots (four 1 x 1-m plots for grass, tree seedlings and L. camara within one 5-m-radius plot for tree saplings and herbs and shrubs within one 10-m-radius plot for trees) at 80 locations distributed across Bandipur Tiger Reserve, a tropical deciduous forest in southern India. Relationships between environmental factors and L. camara abundance were described using a multiple regression. Further, the role of L. camara abundance in explaining residual variation in native vegetation, after accounting for environmental influences, was described using linear models. Lantana camara abundance decreased with increasing tree density, supporting the notion that it thrives in disturbed forest with fewer trees. Whereas native tree seedling and herb and shrub density showed no relationship to L. camara abundance, both tree sapling density and grass volume decreased under L. camara biomass exceeding 2 kg m(-2). These data suggest that, by association with grass decline and decreased recruitment of tree saplings. L. camara may be linked to the gradual transition of these tropical deciduous forests into exotic-dominated shrubland, and overall native biodiversity loss.",Y,Plot-based or transects,https://doi.org/10.1017/S0266467411000563,2012,JOURNAL OF TROPICAL ECOLOGY,"Prasad, AE",,,C; Land-use; Labile carbon; Recalcitrant carbon; Organic carbon fractions; Soil microbial biomass,MICROBIAL BIOMASS; ORGANIC-MATTER; MANAGEMENT; SEQUESTRATION; DYNAMICS; YIELD; FRACTIONS; ROTATION; TILLAGE; RATIOS,Punjab Agricultural University,"[Benbi, D. K.; Brar, Kiranvir; Toor, A. S.; Singh, Pritpal; Singh, Hargopal] Punjab Agr Univ, Dept Soil Sci, Ludhiana 141004, Punjab, India","Benbi, DK (corresponding author), Punjab Agr Univ, Dept Soil Sci, Ludhiana 141004, Punjab, India.",,,,,,,,,,,
,,,A2501,581,2502,Tree species diversity and soil nutrient status in three sites of tropical dry deciduous forest of western India,"The present work aimed to study the tree species diversity and soil nutrient status in three sites of tropical dry deciduous forest of western India (23 degrees 3' N latitude to 69 degrees 30' E, 23 degrees 3' N latitude to 70 degrees 32' E and 23 degrees 3' N latitude to 72 degrees 33' E). A total of 93 tree species of 85 genera belonging to 24 families were encountered. The tree stand density varied from 458-728 individuals ha(-1) with the average basal area ranging from 5.96 - 19.31 m(2) ha(-1). Shannon-Weiner Index (H') ranged from 0.67 - 0.79. The Simpson Index of dominance varied from 0.08 - 0.16, the Margalef's Species Richness Index varied from 21.41 - 23.71, Equitability or evenness index varied from 0.02 - 0.05, the species heterogeneity index varied from 2.53 - 3.61 and 6 diversity varied from 2.05 - 4.87. A greater number of tree species fell in 41 - 50 cm DBH followed by 21 30 cm, 0 - 10 cm diameter class, but less. number of tree individuals are represented in above 100 cm diameter class. The Combretaceae was represented by the highest number of species (9 spp.) followed by Rutaceae (7 spp.). Each of the individual soil variables showed a high positive correlation with tree species richness while tree density showed a clearly negative correlation with variables like phosphorous and nitrogen and positive correlation with carbon.",Y,Plot-based or transects,no DOI (manual),2010,TROPICAL ECOLOGY,"Kumar, JIN; Kumar, RN; Bhoi, RK; Sajish, PR",,,Dry deciduous forest; habitat fragmentation; plant invasions; Lantana camara; Vindhyans,TROPICAL FOREST; CAMARA L.; BIOLOGICAL INVASIONS; PLANT-COMMUNITIES; SPECIES-DIVERSITY; MYRICA-FAYA; ECOSYSTEM; EDGE; FRAGMENTATION; DISTURBANCE,Stellenbosch University; Banaras Hindu University (BHU),"[Sharma, Gyan P.] Univ Stellenbosch, Dept Conservat Ecol & Entomol, Ctr Invas Biol, ZA-7602 Matieland, South Africa; [Sharma, Gyan P.; Raghubanshi, Akhilesh S.] Banaras Hindu Univ, Dept Bot, Varanasi 221005, Uttar Pradesh, India","Sharma, GP (corresponding author), Univ Stellenbosch, Dept Conservat Ecol & Entomol, Ctr Invas Biol, Private Bag X1, ZA-7602 Matieland, South Africa.","Department of Science and Technology (DST), New Delhi; Council of Scientific and Industrial Research (CSIR), New Delhi, India",,,,,,,,,,
,,,A1538,582,1539,"Biomass and carbon stock along an altitudinal gradient in the forest of Manipur, Northeast India","Forests are natural storehouses of biomass and store more carbon than any other terrestrial ecosystem. The relationship between species richness, aboveground biomass and carbon stock at different altitudes can have crucial implications for the management and conservation of carbon sinks. The study was undertaken to assessthe aboveground biomass and carbon stock in ten forest stands along an altitudinal gradient in Manipur, Northeast India. Stand density varied from 128 to 168 trees ha(-1) across the study sites with the highest stand density at higher altitude. The aboveground biomass varied between 124.56 and 254.99 t ha(-1) and carbon stock ranged from 60.09 to 121.43 t C ha(-1) across the study sites. Our results show that there is a significant positive correlation of stand density, aboveground biomass and carbon stock with increasing altitude. This positive relationship could be attributed to less disturbance and the dominance of larger trees at higher altitudes as compared to lower altitudes. Our results could be helpful to devise appropriate strategies in the restoration of degraded forests ecosystems to enhance carbon sequestration and to mitigate climate change.",Y,Plot-based or transects,no DOI (manual),2017,TROPICAL ECOLOGY,"Thokchom, A; Yadava, PS",,,Community structure and dominance; Pinus merkusii forest; vulnerable,SUBANSIRI DISTRICT; RICHNESS PATTERNS; CENTRAL JAVA; WOODY; REGENERATION; MOUNTAINS,North Eastern Regional Institute of Science & Technology (NERIST); Dr. Hari Singh Gour University,"[Das, Anup Kumar; Singha, Lal Bihari] Deemed Univ, NERIST, Dept Forestry, Nirjuli 791109, Arunachal Prade, India; [Khan, Mohammed Latif] Dr Harisingh Gour Cent Univ, Dept Bot, Sagar 470003, Madhya Pradesh, India","Das, AK (corresponding author), Deemed Univ, NERIST, Dept Forestry, Nirjuli 791109, Arunachal Prade, India.","University Grants Commission, India through Rajiv Gandhi National Fellowship",,,,,,,,,,
,,,B0023,583,3355,"Tree diversity and natural regeneration in Tropical Dry Deciduous Forest of Panna Tiger Reserve, India",NA,Y,Plot-based or transects,no DOI (manual),NA,NA,NA,,,,,,,,,,,,,,,,,,
,,,A1244,584,1245,"Timberline structure and woody taxa regeneration towards treeline along latitudinal gradients in Khangchendzonga National Park, Eastern Himalaya","With main purpose of developing a coherent baseline information of timberline forests of Sikkim, Eastern Himalaya, we investigated, (i) forest structure and composition, (ii) regeneration status of dominant timberline tree species between timberline and treeline, (iii) influence of environmental variables in species composition, and (iv) relationship between environmental variables and ecological attributes. The study was conducted along the timberline stretch of Dzongri landscape nested within the Khangchendzonga National Park (UNESCO's World Heritage Site, 2016), a core zone of Khangchendzonga Biosphere Reserve (in UNESCO WNBRs, 2018), Sikkim, India. We employed quadrat method to sample 9 contiguous sites to capture all possible variations in timberline composition. Transect method was used to study the regeneration of woody taxa between timberline to treeline. In total, 20 woody species belonging to 10 genera and 6 families were recorded. Among these, Abies densa, Rhododendron lanatum and Sorbus microphylla exhibited higher dominance, comprising of 50% of the total importance value index (IVI) weightage. Betula utilis the common treeline species in much of the western and central parts of Himalaya was absent here. Tree density in studied timberline was significantly higher than its western Himalayan counterparts of Indian Himalayan region. Environmental variables viz., elevation, slope, and humus were observed determinants of species composition across the study area. The species dominance correlated negatively (p<0.01; n = 9) with species diversity and richness. We observed an irregular spatial pattern of timberline across the 9 study sites, and the extent of timberline elements (seedling; sapling; live tree or dead tree) ranged between 5.3m to 187.7m higher than the current timberline at different sites. The present trends suggest that upslope advancement is unlikely to occur in near future, while treeline densification is anticipated. Further investigations are suggested to develop a holistic understating of these timberline patterns across the Indian Himalayan region.",Y,Plot-based or transects,https://doi.org/10.1371/journal.pone.0207762,2018,PLOS ONE,"Pandey, A; Badola, HK; Rai, S; Singh, SP",,,nomenclature; molecular systematics; integrative taxonomy; morphology; conservation; natural history,ANURA MEGOPHRYIDAE; DELIMITATION; POPULATION; INFERENCE; GENETICS; REVEALS; VIETNAM; FAMILY; INDIA; SYSTEMATICS,University College Dublin; University of Delhi; Natural History Museum London,"[Mahony, Stephen; Teeling, Emma C.] Univ Coll Dublin, Sch Biol & Environm Sci, Dublin 4, Ireland; [Mahony, Stephen; Kamei, Rachunliu G.; Biju, S. D.] Univ Delhi, Dept Environm Studies, Systemat Lab, Delhi, India; [Mahony, Stephen; Kamei, Rachunliu G.] Nat Hist Museum, Dept Life Sci, London SW7 5BD, England","Mahony, S (corresponding author), Univ Coll Dublin, Sch Biol & Environm Sci, Dublin 4, Ireland.;Mahony, S; Biju, SD (corresponding author), Univ Delhi, Dept Environm Studies, Systemat Lab, Delhi, India.;Mahony, S (corresponding author), Nat Hist Museum, Dept Life Sci, London SW7 5BD, England.","Irish Research Council EMBARK Scholarship; SUSI Student Maintenance Grant; University College Dublin Seed Grant; Council of Scientific & Industrial Research's (CSIR, India) [9/45 (1082)/2011-EMR-I]; Marie Sklodowska-Curie Fellowship [PIIF-GA-2013-625870]; Rufford Foundation Small Grant [15255-1]; European Research Council [ERC-2012-StG311000]; Department of Science and Technology DU/DST Purse from the Government of India [2009/868]; Research and Development from the University of Delhi [2007/449, 2011/423]; University of Delhi [2015/9677]; Field Museum of Natural History Science Visiting Scholarship; Thomas Crawford Hayes Trust Research; Travel Fund Scheme; Irish Research Council-Marie Sklodowska-Curie CAROLINE Fellowship [CLNE/2017/482]",,,,,,,,,,
,,,A2056,585,2057,Characterizing Shorea robusta communities in the part of Indian Terai landscape,"Shorea robusta Gaertn. f. (Sal) is one of the important timber-yielding plants in India, which dominates the vegetation of Terai landscape of Uttar Pradesh state in India forming various communities based on its associations. The present study deals with delineation, mapping and characterization of various communities of Sal (Shorea robusta) forests in Terai landscape of Uttar Pradesh, India ranging across over 16 districts. Field survey and visual interpretation based forest vegetation type classification and mapping was carried out as part of the project entitled 'Biodiversity characterization at landscape level using remote sensing and GIS'. Indian Remote Sensing-P6 (Resourcesat-1) Linear Imaging Self Scanner-III satellite data was used during the study. The total area covered by different Sal forests was found to be approximately 2256.77 km(2). Sal communities were identified and characterized based on their spectral properties, physiognomy and phytosociological characteristics. Following nine Sal communities were identified, delineated and mapped with reasonable accuracy viz., Chandar, Damar, dry plains, moist plains, western alluvium, western alluvium plains, mixed moist deciduous, mixed dry deciduous and Siwalik. It is evident from the area estimates that mixed moist deciduous Sal is the most dominant community in the region covering around (1613.90 km(2)), other major communities were found as western alluvium plains Sal (362.44 km(2)), mixed dry deciduous Sal (362.44 km(2)) and dry plains Sal (107.71 km(2)). The Terai landscape of Uttar Pradesh faces tremendous anthropogenic pressure leading to deterioration of the forests. Community level information could be used monitoring the status as well as for micro level conservation and planning of the Sal forests in Terai Landscape of Uttar Pradesh.",Y,Plot-based or transects,https://doi.org/10.1007/s11676-013-0396-z,2014,JOURNAL OF FORESTRY RESEARCH,"Chitale, VS; Behera, MD; Matin, S; Roy, PS; Sinha, VK",,,Spatial pattern analysis; landscape structure; FRAGSTATS; IRS P6 LISS IV,PLANT-SPECIES RICHNESS; SATELLITE DATA; LAND-USE; COVER; VEGETATION; INDEXES; REGION; FRAGMENTATION; BIODIVERSITY; MANAGEMENT,World Wildlife Fund; Wildlife Institute of India,"[Paliwal, Ambica] WWF India, New Delhi 110003, India; [Mathur, Vinod Bihari] Wildlife Inst India, Dehra Dun 248001, Uttar Pradesh, India","Paliwal, A (corresponding author), WWF India, 172 B Lodhi Estate,Max Mueller Marg, New Delhi 110003, India.","National Natural Resource Management System (NNRMS); Ministry of Environment and Forests (MoEF), Government of India",,,,,,,,,,
,,,A1158,586,1159,"Structure and regeneration status of mangrove patches along the estuarine and coastal stretches of Kerala, India","This study presents the structural characteristics and regeneration potential of mangrove patches in the estuarine and coastal areas of Kerala, a tropical maritime state in India. Field surveys were carried out at 46 selected sites during August 2015 to May 2016. In each site, the vegetative structure and regeneration status were assessed using the quadrat method. Altogether 219 quadrates were laid out and a total of 13 true mangrove species, belonging to 5 families and 8 genera, were recorded. The total tree density and stand basal area of the study region was 1678.08/ha and 20.33m(2)/ha respectively. The low basal areas indicate the reduced structural development in mangroves. Of the 13 tree species, Avicennia constitutes 56% of the total Important Value Index (IVI) and Avicennia officinalis represents 41% of the IVI in Kerala, followed by Avicennia marina (15%), Rhizophora mucronata (15%), Sonneratia alba (8%) Rhizophora apiculata (7%) and Excoecaria agallocha (7%). The diameter at breast height (DBH) in the study area revealed that 47% of the tree species came under the 1-10cm DBH class. Total sapling and seedling density in Kerala was 2238.35 and 3232.42 individuals/ha respectively. Density of young plants (seedlings+saplings) was only 31% greater of tree density and varied from 3-63%, which indicates poor regeneration potential. The Maturity index value (MIV) and complexity index (Ic) value of mangroves were 18.30 and 109.81 respectively. However, the low Ic value (<10) observed in seven out of ten coastal districts indicated poor structural development of mangroves in Kerala. Therefore, location-specific conservation and management measures, guided by the knowledge on spatial distribution and habitat requirements of mangrove varieties should be taken to preserve the mangrove diversity of Kerala.",Y,Plot-based or transects,https://doi.org/10.1007/s11676-018-0600-2,2019,JOURNAL OF FORESTRY RESEARCH,"George, G; Krishnan, P; Mini, KG; Salim, SS; Ragavan, P; Tenjing, SY; Muruganandam, R; Dubey, SK; Gopalakrishnan, A; Purvaja, R; Ramesh, R",,,C-equivalent correction factor; TOC analyzer; LOI methods; soil organic carbon (SOC); Himalayan soils,WALKLEY-BLACK ANALYSIS; MATTER; RECOVERY; NITROGEN; ASSESSMENTS; SAMPLES,"Department of Space (DoS), Government of India; Indian Space Research Organisation (ISRO); Indian Institute of Remote Sensing (IIRS); Department of Space (DoS), Government of India; Indian Institute of Space Science & Technology; Indian Space Research Organisation (ISRO)","[Kumar, Suresh; Ghotekar, Yogesh Sopan] ISRO, Indian Inst Remote Sensing, 4 Kalidas Rd, Dehra Dun 248001, India; [Dadhwal, Vinay K.] ISRO, Indian Inst Space Sci & Technol, Thiruvananthapuram, Kerala, India","Kumar, S (corresponding author), ISRO, Indian Inst Remote Sensing, 4 Kalidas Rd, Dehra Dun 248001, India.",ISRO-Geosphere Biosphere Program (IGBP) of the Department of Space,Bronze,,,,,,,,,
,,,C0132,587,3355,Impacts of Coriaria nepalensis colonization on vegetation structure and regeneration dynamics in a mixed conifer forest of Indian Central Himalaya,NA,Y,Plot-based or transects,no DOI (manual),2019,NA,"NR Mourya, K Bargali, SS Bargali",,,,,,,,,,,,,,,,,,
,,,A3044,588,3045,Biomass carbon of truncated diameter classes in Indian forests,"One major uncertainty in estimating terrestrial carbon flux is the biomass density of the forests being cleared or re-growing. Several studies estimated the forest biomass density in different ways. But most of the studies have focused on forest volume inventories in estimating biomass of different forest types. The major drawback of these inventories is that they often report stand/stock tables only above a minimum diameter, reflecting the dominant interest in inventories of commercial volumes. Especially, in countries like India, where most of the forests are disturbed, they might contain important proportions of the stand biomass. The paper estimates the missing number of trees in the inventories using the frequency of stems in the higher diameter classes. Once the stem frequencies have been estimated completed stand tables may be used for biomass estimation. The study concludes that the error of omission of these small diameter classes is substantial as the inventories fail to include 29.7% of the total stand biomass. (C) 2002 Elsevier Science B.V. All rights reserved.",Y,Unsure,https://doi.org/10.1016/S0378-1127(01)00729-0,2002,FOREST ECOLOGY AND MANAGEMENT,"Haripriya, GS",,,,EUROPEAN CATTLE; GENETIC-EVIDENCE; DNA; EVOLUTION; SEQUENCE; SUGGESTS; ORIGINS; GENOME; HUMANS; REGION,Universidade Estadual Paulista; Universidade de Sao Paulo; Instituto Nacional de Tecnologia Agropecuaria (INTA),"UNESP, FCAV, Dept Tecnol, BR-14884900 Jaboticabal, SP, Brazil; USP, FMRP, Dept Genet, BR-14049900 Ribeirao Preto, SP, Brazil; INTA, CNIA, Inst Genet, Castelar, Argentina","Miretti, MM (corresponding author), UNESP, FCAV, Dept Tecnol, Via Acesso Prof PD Castellane Km 5, BR-14884900 Jaboticabal, SP, Brazil.",,Bronze,,,,,,,,,
,,,C0010,589,3355,Role of mangroves in carbon sequestration: A case study from Prentice island of Indian Sundarbans,NA,Y,Plot-based,no DOI (manual),2017,NA,"S Agarwal, N Pal, S Zaman, A Mitra",,,,,,,,,,,,,,,,,,
,,,A1742,590,1743,"Decadal (2003-2013) changes in liana diversity, abundance and aboveground biomass in four inland tropical dry evergreen forest sites of peninsular India","In 2013, we re-inventoried all lianas (a parts per thousand yen1 cm diameter measured at 1.3 m from the rooting point) in four 1-ha permanent plots distributed one each in four sites of inland tropical dry evergreen forest on the Coromandel Coast (Pudukottai district) of peninsular India, established in 2003. Among the four sites, Shanmuganathapuram (SP) and Araiyapatti (AP) were much disturbed and the other two sites (Karisakkadu-KR and Maramadakki-MM) were moderately disturbed. We inventoried a total of 3425 lianas representing 37 species of 33 genera and 22 families. Over a decade (2003-2013) liana species richness increased at two sites (MM and SP) and no changes occurred at the other two sites. Liana abundance increased by 210, 211, 164 and 162 individuals at sites AP, KR, MM and SP, respectively, and basal area increased (from 1.09 to 1.76 m(2) at AP, 0.67 to 0.86 m(2) at KR, 1.68 to 2.06 m(2) at MM, and from 0.44 to 1.06 m(2) at SP). Over a 10-year period, three species (Abrus precatorius, Canavalia virosa, and Cocculus hirsutus) were lost and five species (Gloriosa superba, Ampelocissus tomentosa, Capparis sepiaria, Aganosma cymosa and Tiliacora acuminata) were newly added. Total aboveground biomass increased by 18.5, 0.74, 3.6 and 9.5 Mg ha(-1), respectively, at sites AP, KR, MM and SP.",Y,Checklist,https://doi.org/10.1007/s11676-015-0146-5,2016,JOURNAL OF FORESTRY RESEARCH,"Pandian, E; Parthasarathy, N",,,LFGNM; lightning; neutrons correlated with NALD; D-D fusion; RREA; cosmic rays,GAMMA-RAY FLASHES; RUNAWAY BREAKDOWN; ELECTRIC-FIELDS; AIR-BREAKDOWN; X-RAYS; THUNDERSTORM; EMISSION; THUNDERCLOUDS; BURSTS; ORIGIN,Bhabha Atomic Research Center (BARC),"[Ishtiaq, P. M.; Mufti, S.; Darzi, M. A.; Mir, T. A.] Bhabha Atom Res Ctr, Astrophys Sci Div, Nucl Res Lab, Srinagar, Jammu & Kashmir, India; [Shah, G. N.] 52 Hamzah Colony Bemina, Srinagar, Jammu & Kashmir, India","Ishtiaq, PM (corresponding author), Bhabha Atom Res Ctr, Astrophys Sci Div, Nucl Res Lab, Srinagar, Jammu & Kashmir, India.",,Bronze,,,,,,,,,
