,,,,,,To check,To check,To check,To check,To check,To check,To check,To check,To check,,To check,,To check,To check,To check,To check,To check,To fill,To fill,To fill,To fill,To fill,To fill,To fill,To fill,
,,,A3088,412,3089,"Changes in forest composition and structure in three sites of tropical evergreen forest around Sengaltheri, Western Ghats","Changes in woody species composition, abundance and forest stand structure were investigated in three sites of tropical wet evergreen forest around Sengaltheri in Kalakad-Mundanthurai Tiger Reserve, Western Ghats, south India, Three I-ha plots were established one each in undisturbed, selectively-felled, and moderately disturbed sites, located 2 to 4 km apart. In a total of 3.14 ha, 2673 stems (mean 851 ha(-1)) of greater than or equal to 30 cm girth at breast height covering 125 species (range: 64 to 82 species per site) were enumerated. Species richness and tree density varied moderately among the sites, Changes in species composition and abundance are related to natural site variations as well as human impacts. Need for forest conservation is emphasized.",Y,Plot-based,no DOI (manual),2001,CURRENT SCIENCE,"Parthasarathy, N",,,bare-root seedling; containerized seedling; neem; nutrient use efficiency; water relation,USE EFFICIENCY; NITROGEN; AVAILABILITY; PHOSPHORUS; WATER,Indira Gandhi Krishi Vishwavidyalaya (IGKV),"Indira Gandhi Agr Univ, Dept Forestry, Raipur 492012, Madhya Pradesh, India","Puri, S (corresponding author), Indira Gandhi Agr Univ, Dept Forestry, Raipur 492012, Madhya Pradesh, India.",,,,,,,,,,,
,,,A1558,413,1559,Factors influencing biomass and carbon storage potential of different land use systems along an elevational gradient in temperate northwestern Himalaya,"We observed the influence of five different altitudes and prevailing agro ecosystems on biomass and carbon sequestration potential in Kullu district of Himachal Pradesh, India. The study area had five prevailing land uses viz., agriculture, agro-horticulture, horticulture, silvi-pasture, and forest at four elevations representing about 1 A degrees C temperature change. The results showed that maximum total biomass of 404.35 Mg C ha(-1) was accumulated by forest landuse and followed a decreasing trend in the order as forest > silvi-pasture > agro-horticulture > horticulture > agriculture. Similar trends were also seen with respect to biomass carbon (C) density and C-sequestration potential of different land uses. Biomass and carbon density potential enhanced with the increase in the altitudinal ranges from 1100-1400 to 2000-2300 m a.s.l. But, the rate of C-sequestration potential enhanced from 1100 to 2000 m and declined at 2000-2300 m a.s.l. Maximum carbon density (393.29 Mg C ha(-1)) of both plant as well as soil was displayed by the forest-based land use systems situated at an altitudinal gradient of 2000-2300 m a.s.l. The rate of C-sequestration was maximum (2.17 Mg ha(-1)) in the agro-horticulture at 2000-2300 m a.s.l. This study brings out the potential of different land use systems influenced by varying factors on their C-sequestration potential in western Himalayan elevation gradient, thereby providing useful information for effective management in a climate change mitigation and carbon budget.",Y,Unsure,https://doi.org/10.1007/s10457-016-9948-5,2017,AGROFORESTRY SYSTEMS,"Rajput, BS; Bhardwaj, DR; Pala, NA",,,microsatellite markers; cross-species amplification; next-generation sequencing; Garcinia gummi-gutta,SSR-MARKERS; (-)-HYDROXYCITRIC ACID; TRANSFERABILITY; CHEMISTRY; PLANTS; LOCI; RAPD; L.,Indian Council of Agricultural Research (ICAR); ICAR - Indian Institute of Horticultural Research; Alliance; Bioversity International,"[Ravishankar, K. V.; Hemanth, Byatroy; Sandya, B. S.; Parthasarathy, V. A.] Indian Inst Hort Res, ICAR, Bengaluru 560089, India; [Vasudeva, R.] Univ Agr Sci, Coll Forestry Sirsi, Dept Forest Biol & Tree Improvement, Dharwad 581401, Karnataka, India; [Sthapit, B. R.] Biodivers Int, 93-4 Dharhara Marg,Ward 11, Fulbari, Pokhara, Nepal; [Rao, V. Ramanatha] Univ Hort Sci, GKVK, Biovers Int, Bangalore 560065, Karnataka, India","Ravishankar, KV (corresponding author), Indian Inst Hort Res, ICAR, Bengaluru 560089, India.",UNEP/GEF supported regional project,,,,,,,,,,
,,,A0697,414,698,Edge effects alter the role of fungi and insects in mediating functional composition and diversity of seedling recruits in a fragmented tropical forest,"Abstract Background and Aims In fragmented forests, proximity to forest edges can favour the establishment of resource-acquisitive species over more resource-conservative species. During seedling recruitment, resource-acquisitive species may benefit from either higher light availability or weaker top-down effects of natural enemies. The relative importance of light and enemies for recruitment has seldom been examined with respect to edge effects. Methods In a human-modified wet tropical forest in India, we first examined how functional traits indicative of resource-acquisitive vs. resource-conservative strategies, i.e. specific leaf area (SLA), leaf dry matter content, wood density and seed size, explained interspecific differences in densities of seedling recruits with distance to the forest edge. Then, we checked whether fungicide and insecticide treatments and canopy openness (proxy for light availability) explained edge effects on trait-mediated changes in seedling density. Finally, we examined whether light availability and natural enemy activity explained edge effects on functional diversity of seedling recruits. Key Results Up to 60 m from edges, recruit densities increased with decreasing seed size, but not at 90â€“100 m, where recruit densities increased with higher SLA. Trait-mediated variation in recruit densities changed with pesticides only at 90â€“100 m: compared with control plots, fungicide increased recruit densities for low SLA species and insecticide increased smaller seeded species. For SLA, wood density and seed size, functional diversity of recruits was higher at 90â€“100 m than at 0â€“5 m. At 90â€“100 m, fungicide decreased functional diversity for SLA and insecticide reduced seed size diversity compared with control plots. Canopy openness explained neither variation in recruit density in relation to traits nor functional diversity. Conclusions Altered biotic interactions can mediate local changes to trait composition and functional diversity during seedling recruitment in forest fragments, hinting at downstream effects on the structure and function of human-modified forests.",Y,Unsure,https://doi.org/10.1093/aob/mcaa138,2020,ANNALS OF BOTANY,"Krishnadas, M; Agarwal, K; Comita, LS",,,Canonical correspondence analysis; Environmental variables; Nanda Devi Biosphere Reserve; Species richness; Western Himalaya,GLOBALLY CONSISTENT RELATIONSHIP; SOIL ORGANIC-MATTER; ELEVATION GRADIENT; ALTITUDINAL GRADIENT; FOREST COMMUNITIES; SPECIES-DIVERSITY; KUMAUN HIMALAYA; TAXON RICHNESS; DISTURBANCE; CARBON,,"[Rawat, Balwant; Negi, Arvind Singh] Graph Era Hill Univ, Sch Agr Sci, Dehra Dun 248002, Uttarakhand, India","Rawat, B (corresponding author), Graph Era Hill Univ, Sch Agr Sci, Dehra Dun 248002, Uttarakhand, India.","SERB, Govt. of India [TAR/2018/001033]",,,,,,,,,,
,,,A1395,415,1396,"Abundance and habitat-suitability relationship deteriorate in fragmented forest landscapes: a case of Adinandra griffithii Dyer, a threatened endemic tree from Meghalaya in northeast India","Introduction: A strong positive `abundance and habitat-suitability' relationship is crucial for conservation of species. Nevertheless, anthropogenic alteration of natural landscapes leading to land use and land cover change, habitat loss, and species extinctions (may) have putatively disturbed this relationship. Hence, it is important to study the nature of the relationship in such human influenced landscapes. Methods: In this study, we endeavored to understand the consistency of the relationship in the fragmented natural landscapes in the Khasi, Garo, and Jaintia hills of Meghalaya in northeast India, with Adinandra griffithii (an endangered endemic tree) as a model species. We reconstructed the distribution of its suitable habitats as a function of the remotely sensed vegetation phenology (i.e., EVI data), using point occurrence data and ecological niche modeling (ENM) tool. Estimation of the abundance and habitat characterization was done through field surveys following standard methods. Results: The study revealed that remotely sensed landscape-level vegetation phenology could effectively discriminate the suitable and unsuitable habitats of threatened species. Linear regression model showed a weak positive correlation between abundance and predicted habitat suitability for adult trees indicating (plausible) deterioration in the relationship. However, sapling and seedling populations did not show a precise trend in this respect. Field-based studies revealed that removal of the species from the suitable habitats because of anthropogenic disturbances possibly weakened the abundance-suitability relationship. Conclusions: The findings of the study enjoin the need for re-establishment of the species in the suitable areas for its conservation and perpetuation.",Y,Unsure,https://doi.org/10.1186/s13717-018-0114-z,2018,ECOLOGICAL PROCESSES,"Adhikari, D; Mir, AH; Upadhaya, K; Iralu, V; Roy, DK",,,Passive buildings; Field data; Decision trees; Comfort; Data representation,LAND-COVER CLASSIFICATION; DECISION TREE; ENERGY-CONSUMPTION; PREDICTION; OPERATION,Polytechnic University of Milan; University of California System; University of California Berkeley; CEPT University,"[Geronazzo, Angela] Politecn Milan, Dipartimento Informat Elettron & Bioingn, Milan, Italy; [Brager, Gail] Univ Calif Berkeley, Ctr Built Environm, Berkeley, CA 94720 USA; [Manu, Sanyogita] CEPT Univ, Ctr Adv Res Bldg Sci & Energy, Ahmadabad 380009, Gujarat, India","Geronazzo, A (corresponding author), Politecn Milan, Dipartimento Informat Elettron & Bioingn, Milan, Italy.","U.S. Department of Energy (DOE); Department of Science and Technology (DST), Government of India (GOI) under the U.S.-India Partnership to Advance Clean Energy Research (PACE-R) program's U.S.-India Joint Center for Building Energy Research and Development (CBERD) project; U.S. DOE [DE-AC02-05CH11231]",,,,,,,,,,
,,,A1985,416,1986,Restoration of rain forest beneath pine plantations: A relay floristic model with special application to tropical South Asia,"In the wet forest regions of southwest Sri Lanka and the Western Ghats, India, Pinus caribaea was a common tree species for reforestation on public lands that were originally cleared of native forest for agriculture but subsequently succeeded to fire tolerant grasses and ferns. Much of this reforestation occurred during the 1970s and 1980s. The ecological literature suggests that in many temperate broadleaf forest regions pine is an important component of early succession on old fields, beneath which second growth hardwood can establish and eventually dominate. More recent studies have demonstrated the establishment of native rain forest regeneration beneath a variety of exotic tree plantations. We review nearly twenty-five years of research on this topic for South Asia through a series of studies done in southwest Sri Lanka. Results demonstrate that native species recruitment of both pioneers and site generalist late-successional trees grow well beneath exotic pine plantations. Diversity and density increase from plantation interior to edge. Protection from groundstory fire is the single most important component of promoting regeneration recruitment beneath pine. Establishing late-successional site and dispersal restricted species requires planting beneath pine rather than reliance on natural establishment. Best establishment and growth occur in openings where rows of canopy pine have been removed. Species considered for planting comprise the major late-successional canopy tree species of the forest in the genera Dipterocarpus, Shorea (Dipterocarpaceae) and Mesua (Clusiaceae). Native species that produce non-timber forest products (NTFP) need to be planted with best results in canopy openings. The most valuable NTFP's comprise a sugar palm (Caryota urens), rattan (Calamus spp.) and a medicinal liana (Coscinium fenestratum). Financial analyses reveal that pine plantations that are enrichment planted and cultivated with rain forest timber and non-timber species can provide superior economic benefits as compared to land cultivated singly for tea. (C) 2014 Elsevier B.V. All rights reserved.",Y,Unsure,https://doi.org/10.1016/j.foreco.2014.02.043,2014,FOREST ECOLOGY AND MANAGEMENT,"Ashton, MS; Gunatilleke, CVS; Gunatilleke, IAUN; Singhakumara, BMP; Gamage, S; Shibayama, T; Tomimura, C",,,Fragmentation; Carbon storage; Tree allometry; Wood density; Western Ghats; Conservation,BIODIVERSITY CONSERVATION; TROPICAL FORESTS; LANDSCAPE; DEFORESTATION; DIAMETER; BIOMASS; GROVES; HEIGHT; STOCKS; RATES,Tata Institute of Fundamental Research (TIFR); National Centre for Biological Sciences (NCBS); University of Leeds,"[Osuri, Anand M.; Kumar, Vijay S.; Sankaran, Mahesh] Natl Ctr Biol Sci, Tata Inst Fundamental Res, Bangalore 560065, Karnataka, India; [Osuri, Anand M.] Nat Conservat Fdn, Mysore 570002, Karnataka, India; [Sankaran, Mahesh] Univ Leeds, Sch Biol, Leeds LS2 9JT, W Yorkshire, England","Osuri, AM (corresponding author), Natl Ctr Biol Sci, Tata Inst Fundamental Res, GKVK Campus,Bellary Rd, Bangalore 560065, Karnataka, India.","Rufford Small Grants Foundation; Western Ghats Critical Ecosystem Partnership Fund; National Centre for Biological Sciences; UK-India Education and Research Initiative (UKIERI), through Nature Conservation Foundation",,,,,,,,,,
,,,A1059,417,1060,Restoration of ecosystem services through afforestation on degraded sodic lands in Indo-Gangetic plains,"Afforestation with tree species on a highly degraded sodic lands in Lucknow (26 degrees 47' N; 80 degrees 46' E), Uttar Pradesh, India has improved the provisional biomass production and supportive (nutrient dynamics and soil ameliorative) services during ten years. Of the ten species studied, Prosopis julifkra produced highest (56.5 t/ha) above ground biomass at ten years age. P. julifkra had highest total N P K accumulation followed by Acacia nilotica, Casuarina equisetifolia, Terminalia arjuna, Pithecellobium duke and Pongamia pinnata whereas, total Ca and Mg contents were relatively high in T. arjuna followed by P. julifkra, A. nilotica and C. equisetifolia. Tree leaves reported the highest nutrient concentration followed by branches and stem. P. julifkra,A. nilotica and P. pinnata were found more efficient in nitrogen recycling compared to other species. Corresponding to biomass production, P. juliflora also dominated in nitrogen uptake. However, nitrogen retranslocation was highest in C. equisetifolia. P. juliflora, although produced maximum areal biomass, was not as good in nitrogen use efficiency (NUE), indicating that it produced relatively less biomass per unit of N uptake. T. arjuna had the greatest phosphorus use efficiency (PUE) and the lowest infiltration rate and chemical indicators (pH, ESP) of sodic soils after ten years of planting was recorded with P. juliflora which was 20.12%, 557.50% and 9.23%, 48% higher over the initial and 9.02%, 122% and 7.29% , 43.2% higher over natural fallow respectively. Microbial biomass was relatively higher under C. equisetifolia and P. juliflora than rest of the tree species.",Y,Checklist,no DOI (manual),2019,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,"Singh, YP; Singh, G; Mishra, VK; Arora, S; Singh, B; Gupta, RK",,,Farmyard manure; Leaf compost; Popcorn; Potato; Residual fertility; soil health; System productivity; Vermicompost,INTEGRATED NUTRIENT MANAGEMENT; INORGANIC SOURCES; TRITICUM-AESTIVUM; YIELD; PRODUCTIVITY; QUALITY; FERTILITY; GROWTH; ROTATION; ECONOMICS,Indian Council of Agricultural Research (ICAR); ICAR - Indian Institute of Soil Sciences; Indian Council of Agricultural Research (ICAR); ICAR - Central Sheep & Wool Research Institute; Indian Council of Agricultural Research (ICAR); ICAR - Indian Institute of Soil & Water Conservation; Indian Council of Agricultural Research (ICAR); ICAR - Central Agroforestry Research Institute; Indian Council of Agricultural Research (ICAR); ICAR - National Research Centre on Camel,"[Meena, Bharat Prakash; Shirale, A. O.; Dotaniya, M. L.; Sinha, N. K.] ICAR Indian Inst Soil Sci, Bhopal 462038, India; [Kumar, Ashok] ICAR Natl Agr Sci Fund, New Delhi 110012, India; [Lal, B.; Meena, Rang Lal] ICAR Cent Sheep & Wool Res Inst, Avikanagar 304501, India; [Kumar, Kuldeep] ICAR Indian Inst Soil & Water Conservat, Reg Stn Ctr, Kota 324002, India; [Meena, S. N.] Agr Univ, Kota Agr Res Stn, Kota 324001, India; [Ram, Asha] ICAR Cent Agroforestty Res Inst, Jhansi 284003, Uttar Pradesh, India; [Gautam, Priyanka] ICAR Natl Res Ctr Camel, Bikaner 334001, Rajasthan, India","Meena, BP (corresponding author), ICAR Indian Inst Soil Sci, Bhopal 462038, India.","ICAR-Indian Agricultural Research Institute (IARI), New Delhi",,,,,,,,,,
,,,A1094,418,1095,"Role of non-timber forest products (NTFPs) in sustaining forest-based livelihoods: a case study of Ribdi village of West Sikkim, India","The study aimed at documenting the indigenous knowledge on the use of non-timber forest products (NTFPs) by the local community of Ribdi village, West Sikkim, India. It also assesses the information on the important and frequently cited species for future sustainable management. The information was gathered through semi-structured interviews and questionnaire based household surveys. A total of 61 species belonging to 56 genera and 36 families were reported to be used as NTFPs. Asteraceae, Athyriaceae and Lauraceae were the dominating families with 4 species each with mainly tree type growth forms (47%). The highest numbers of species were used for medicinal purpose in curing many diseases and ailments. The Informant consensus factor (ICF) revealed the most used category among all, i.e., construction and handicrafts (0.62). The present study has thus documented the maximum use of Lithocarpus pachyphyllus, among all the species with highest value of Relative Frequency Citation (RFC) and Use Value (UV). In this investigation, local community dependence on forest resources for nutrition, health, food, and other daily use products was significant. This signifies the rich community knowledge about these resources. In addition, enhancing the capacity and awareness of local communities in NTFPs conservation, sustainable harvesting and value addition through training techniques can aid in sustainable development of the region.",Y,Checklist,no DOI (manual),2019,INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE,"Pradhan, P; Singh, M",,,Mangroves; Primary productivity; Carbon sequestration; Vegetative characteristics; Sediment analysis; Age,PICHAVARAM MANGROVE; BIOMASS; ALLOMETRY; STOCKS; DEFORESTATION; ACCUMULATION; EMISSIONS; SEEDLINGS; ECOSYSTEM; NITROGEN,Beijing Genomics Institute (BGI); Annamalai University,"[Sahu, Sunil Kumar] BGI Shenzhen, Shenzhen 518083, Peoples R China; [Sahu, Sunil Kumar; Kathiresan, Kandasamy] Annamalai Univ, Fac Marine Sci, Ctr Adv Study Marine Biol, Parangipettai 608502, Tamil Nadu, India","Sahu, SK (corresponding author), BGI Shenzhen, Shenzhen 518083, Peoples R China.;Kathiresan, K (corresponding author), Annamalai Univ, Fac Marine Sci, Ctr Adv Study Marine Biol, Parangipettai 608502, Tamil Nadu, India.","Department of Science and Technology, Govt. of India, New Delhi [DST/INSPIRE Fellowship/2010/220]",,,,,,,,,,
,,,A1310,419,1311,"Breeding biology of Great Hornbill Buceros bicornis in tropical rainforest and human-modified plantation landscape in Western Ghats, India","Loss of mature tropical forests to agricultural expansion often creates landscapes with forest fragments embedded within a matrix of human-modified habitats and land uses. Such habitat fragmentation may be detrimental to species with specialized habitat and foraging requirements and their ability to persist in such landscapes may depend on their adaptability to habitat modification. Great Hombills Buceros bicornis, among the largest birds in Asian tropical rainforests, depend on large trees for nesting and a diverse array of patchily distributed fruiting trees. In the human-modified landscape of the Anamalai Hills, India, we compared the breeding biology and nesting behaviour of Great Hombills in contiguous rainforest (N=3 nests) and in modified habitat consisting of coffee plantations and rainforest fragments (N=5 nests). The nesting cycle of seven of the eight nests monitored varied between 114 and 130 days. Nest provisioning behaviour was similar in contiguous forest and modified habitat in terms of visitation and food delivery rates, but visitation tended to be higher and food delivery rate lower during the nestling phase than during incubation. As expected, tree density and native food plant diversity were lower in modified habitat than in continuous forest. The diversity of food provisioned was lower in modified habitat with a 57.5% dietary overlap with contiguous forest. Hombills in the modified habitat of coffee plantations used non-native tree species for nesting and foraging, indicating their adaptability to modified landscapes.",Y,Plot-based or transects,https://doi.org/10.2326/osj.17.205,2018,ORNITHOLOGICAL SCIENCE,"Pawar, PY; Naniwadekar, R; Raman, TRS; Mudappa, D",,ONLY HORNBILL food plants.,,UNDIFFERENTIATED FEBRILE ILLNESS; CLINICO-EPIDEMIOLOGIC PROFILE; SEROTYPE-3 SUBTYPE-III; HEMORRHAGIC-FEVER; CHIKUNGUNYA VIRUS; WEST-BENGAL; RURAL AREA; MOLECULAR CHARACTERIZATION; GENETIC-CHARACTERIZATION; ATYPICAL MANIFESTATIONS,Indian Council of Medical Research (ICMR); ICMR - National Institute of Epidemiology (NIE); Jawaharlal Institute of Postgraduate Medical Education & Research; Indian Council of Medical Research (ICMR),"[Ganeshkumar, Parasuraman; Murhekar, Manoj V.; Saravanakumar, Velusamy] Natl Inst Epidemiol, Dept Epidemiol, Madras, Tamil Nadu, India; [Poornima, Veeraraghavadoss; Sukumaran, Krishnendu; Anandaselvasankar, Anandan] Jawaharlal Inst Postgrad Med Educ & Res, Sch Publ Hlth, Pondicherry, India; [John, Denny] Campbell Collaborat, New Delhi, India; [Mehendale, Sanjay M.] Indian Council Med Res, Div Epidemiol & Communicable Dis, New Delhi, India","Murhekar, MV (corresponding author), Natl Inst Epidemiol, Dept Epidemiol, Madras, Tamil Nadu, India.","Department of Bio-technology, Govt of India","Green Published, Green Submitted, gold",,,,,,,,,
,,,A2398,420,2399,ON BAYESIAN CENTRAL CLUSTERING: APPLICATION TO LANDSCAPE CLASSIFICATION OF WESTERN GHATS,"Landscape classification of the well-known biodiversity hotspot, Western Ghats (mountains), on the west coast of India, is an important part of a worldwide program of monitoring biodiversity. To this end, a massive vegetation data set, consisting of 51,834 4-variate observations has been clustered into different landscapes by Nagendra and Gadgil [Current Sci. 75 (1998) 264-271]. But a study of such importance may be affected by nonuniqueness of cluster analysis and the lack of methods for quantifying uncertainty of the clusterings obtained. Motivated by this applied problem of much scientific importance, we propose a new methodology for obtaining the global, as well as the local modes of the posterior distribution of clustering, along with the desired credible and highest posterior density regions in a nonparametric Bayesian framework. To meet the need of an appropriate metric for computing the distance between any two clusterings, we adopt and provide a much simpler, but accurate modification of the metric proposed in [In Felicitation Volume in Honour of Prof. B. K. Kale (2009) MacMillan]. A very fast and efficient Bayesian methodology, based on [Sankhya Ser. B 70 (2008) 133-155], has been utilized to solve the computational problems associated with the massive data and to obtain samples from the posterior distribution of clustering on which our proposed methods of summarization are illustrated. Clustering of the Western Ghats data using our methods yielded landscape types different from those obtained previously, and provided interesting insights concerning the differences between the results obtained by Nagendra and Gadgil [Current Sci. 75 (1998) 264-271] and us. Statistical implications of the differences are also discussed in detail, providing interesting insights into methodological concerns of the traditional clustering methods.",Y,Unsure,https://doi.org/10.1214/11-AOAS454,2011,ANNALS OF APPLIED STATISTICS,"Mukhopadhyay, S; Bhattacharya, S; Dihidar, K",,,Land surface albedo; Satellite; Rainfall; Climate change; India,SURFACE ALBEDO; VEGETATION; COVER,"Department of Space (DoS), Government of India; Indian Space Research Organisation (ISRO); Space Applications Centre (SAC); Department of Space (DoS), Government of India; Indian Space Research Organisation (ISRO); Space Applications Centre (SAC)","[Bhattacharya, Bimal Kumar; Gunjal, Keshav R.; Panigrahy, Sushma] Space Applicat Ctr ISRO, Agr Forestry & Environm Grp, Ahmadabad 380015, Gujarat, India; [Parihar, Jai Singh] Space Applicat Ctr ISRO, Remote Sensing Applicat Area RESA, Ahmadabad 380015, Gujarat, India","Bhattacharya, BK (corresponding author), Space Applicat Ctr ISRO, Agr Forestry & Environm Grp, Ahmadabad 380015, Gujarat, India.","Space Applications Centre; CMD/AFEG/RESA, Space Applications Centre",Green Submitted,,,,,,,,,
,,,A1241,421,1242,"Carbon stock appraisal of naturally growing trees on farmlands in plain zone districts of Chhattisgarh, India","The study was conducted to assess the current carbon stock status and future potential of existing agroforestry systems in Chhattisgarh, India. A total 60 plots of 0.4 ha each were selected in 15 villages of three districts (Bilaspur, Janjgir-Champa and Mungeli) of Chhattisgarh plain zone in a randomized sampling to determine tree density, species composition and tree growth. It was found that the existing trees on agricultural fields varied from 9.5 to 14.5 trees ha(-1), abundant with Butea monosperma (Lam.) Jaub (36%), Acacia nilotica (L) Willd. Ex. Delile (16%), Terminalia arjuna (Roxb.) Wight & Arn (11%) and Albizia procera (L.) Benth (6%). The average growing stock (volume) found minimum 7.30 m(3) ha(-1) (Janjgir-Champa) to maximum 13.97 m(3) ha(-1) (Mungeli). The current number of trees can be increased to 38 45 trees ha(-1) as the farmers of the areas showing willingness for planting indigenous trees in crops fields. The estimated total current tree carbon stock ranged from 15.81 q ha(-1) to 171.71 q ha(-1) in sampled villages, while the mean maximum carbon stock estimated 6.35 Mg ha(-1) for Bilaspur and minimum carbon stock 3.10 Mg ha(-1) for Janjgir-Champa district. The potential carbon stock in agroforestry trees estimated lowest 12.43 Mg ha(-1) in Janjgir-Champa and highest 21.71 Mg ha(-1) in Bilaspur District. The current level of mean carbons stock 5.08 Mg ha(-1) can be enhanced to 17.18 Mg ha(-1) by achieving potential tree density in farmers' field. Overall, there is a scope for about 238% increment in tree carbon stock from the current level in study areas through agroforestry interventions.",Y,Unsure,no DOI (manual),2018,TROPICAL ECOLOGY,"Chandra, KK; Singh, AK",,,Afforestation; biomass production; degraded sodic soils; ecosystem services; soil amelioration; understorey vegetation,SOIL; BIOMASS; REHABILITATION; AMELIORATION; DEGRADATION; MANAGEMENT; DYNAMICS,Council of Scientific & Industrial Research (CSIR) - India; CSIR - National Botanical Research Institute (NBRI),"[Singh, Yash Pal; Mishra, Vinay K.; Arora, Sanjay; Gupta, Ravindra K.] CAR Cent Soil Salin Res Inst, Reg Res Stn, Lucknow 226002, Uttar Pradesh, India; [Singh, Gurbachan] Agr Scientist Recruitment Board, New Delhi 112001, India; [Singh, Bajrang] CSIR Natl Bot Res Inst, Lucknow 226001, Uttar Pradesh, India","Singh, YP (corresponding author), CAR Cent Soil Salin Res Inst, Reg Res Stn, Lucknow 226002, Uttar Pradesh, India.",ICAR-Central Soil Salinity Research Institute,,,,,,,,,,
,,,C0058,422,3355,Ecological Determinants of Woody Plant Species Richness in the Indian Himalayan Forest,"The ecological importance of woody plant species richness is well known.
The role of abiotic ecological determinants on structuring the vegetation has been
well studied. The present study evaluated the independent and integrated strength of
the abiotic and biotic determinants in explaining species richness of woody plants in
the Indian Himalayan forest. The primary field inventory data was collected using
nested quadrat method (tree species at 10 × 10 m2, shrub species at 5 × 5 m2, and
herb species at 1 × 1 m2 quadrats) for different life forms and for the abundance
estimation within each 1 km transect. Each transect was laid in a 6.3 × 6.3 km2 grid
on the study site. The biotic determinants included diameter at breast height (d.b.h.)
and tree height, whereas the abiotic determinants were temperature, precipitation,
soil moisture, relative humidity and elevation. A total of 302 woody plant species
(233 genera and 53 families) were recorded from the field inventory. The woody
plant species richness was found to range from 1 to 54 per ha at transect level.
Structural Equation Model (SEM) evaluated different combinations of ecological
determinants for woody plant species richness. The abiotic or biotic determinants
were non-significant if considered independently; however, the integration of both
resulted in a significant relation with woody plant species richness. The best combination of ecological determinants include density d.b.h. ≥ 2.5 cm, tree height, relative
humidity, and elevation (R2 = 0.53). Overall, the integration of biotic and abiotic
determinants better explained woody plant species richness in the Indian Himalayan
forest",Y,Plot-based or transects,link,2021,NA,"M Swapna, TD Doma, S Arunima, G Ravikanth",,,,,,,,,,,,,,,,,,
,,,A2863,423,2864,"Aboveground tree biomass in a recovering tropical sal (Shorea robusta Gaertn. f.) forest of Eastern Ghats, India","Aboveground biomass of individual tree species by component and total biomass per unit area for four different stages of a recovering tropical dry deciduous forest stands, dominated by sal (Shorea robusta Gaertn. f.) of the Eastern Ghats, India were investigated during 2001-2002. Different periods of recovering (2, 4, 6, and 10-year) forest stands (84 degrees 13'E, 20 degrees 29'N) were selected in the Kandhamal district of Orissa, India and sample trees of all species were harvested. Tree species diversity was 23, 23, 21 and 22 in 2, 4, 6, and 10-year recovering stands, respectively. Species-wise Ixora pavetta showed the highest biomass in 2 and 4-year stands while Shorea robusta in 6 and 10-year stands. Component-wise, in all species, bole-wood contribution ranged between 22.6% and 60.9%. Aboveground tree biomass, in all the stands, was dominated by Shorea robusta, which ranged between 12.68 and 231.91 Mg ha(-1). Total aboveground tree biomass was 30.12, 49.21, 107.54 and 261.08 Mg ha(-1) in 2, 4, 6 and 10-year stands, respectively. (c) 2006 Elsevier Ltd. All rights reserved.",Y,Plot-based,https://doi.org/10.1016/j.biombioe.2006.01.003,2006,BIOMASS & BIOENERGY,"Behera, SK; Misra, MK",,,joint forest management; new institutional economics; institutions; natural resources; governance; property rights; India,,University of Bonn,"Univ Bonn, Ctr Dev Res, D-53113 Bonn, Germany","Behera, B (corresponding author), Univ Bonn, Ctr Dev Res, Walter Flex Str 3, D-53113 Bonn, Germany.",,,,,,,,,,,
,,,B0016,424,3355,Phytosociological assessment and carbon stock estimation and valuation in the tropical dry deciduous forest of Bihar,NA,Y,Plot-based,no DOI (manual),NA,NA,NA,,,,,,,,,,,,,,,,,,
