treatment,forest_type,plot_ID,gbh_cm,gbh_cm_stem2,gbh_cm_stem3,height_m,code,species_ID,family,ID_level,plotA,plotB,plotC,wd_m,wd_sd,WD_level,type_plot,gf
B,deciduous,BAT2P02,10,NA,NA,4,glysp,Glycosmis sp,Rutaceae,G,NA,Y,NA,0.43911,NA,G,B,T
B,deciduous,BAT2P02,63,NA,NA,14.5,ptetin,Pterocymbium tinctorium,Sterculiaceae,S,Y,Y,NA,0.25,0.070641633,S,B,T
B,deciduous,BAT2P02,85,NA,NA,13.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,Y,NA,0.69718256,0.130127619,G,B,T
B,deciduous,BAT2P02,10,NA,NA,3.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
B,deciduous,BAT2P02,12,NA,NA,6,pteace,Pterospermum aceroides,Sterculiaceae,S,NA,Y,NA,0.520992806,0.099729288,G,B,T
B,deciduous,BAT2P02,120,NA,NA,14.5,strasp,Streblus asper,Moraceae,S,Y,Y,NA,0.621744,0.138954968,S,B,T
B,deciduous,BAT2P02,22,NA,NA,17.5,strasp,Streblus asper,Moraceae,S,NA,Y,NA,0.621744,0.138954968,S,B,T
B,deciduous,BAT2P02,68,NA,NA,13.5,celphi,Celtis philippenis,Ulmaceae,S,Y,NA,NA,0.593820603,0.083757201,G,A,T
B,deciduous,BAT2P02,43,NA,NA,11.5,aidcoc,Aidia cochinchinensis,Rubiaceae,S,Y,NA,NA,0.752557363,0.08206892,G,A,T
B,deciduous,BAT2P02,111,NA,NA,14.5,vitsp9,Vitex sp9,Verbenaceae,S,Y,NA,NA,0.548538358,0.11969141,G,A,T
B,deciduous,BAT2P02,59,NA,NA,14.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
B,deciduous,BAT2P02,77,NA,NA,14.5,clemyr,Cleistanthus myrianthus,Euphorbioaceae,S,Y,NA,NA,0.535,0.06363961,S,A,T
B,deciduous,BAT2P02,65,NA,NA,10.5,leprub,Lepisanthes rubiginosa,Sapindaceae,S,Y,NA,NA,0.63,0.156428898,S,A,T
B,deciduous,BAT2P02,78,NA,NA,12.5,diopyr,Diospyros pyrrhocarpa,Ebenaceae,S,Y,NA,NA,0.64,0.130127619,S,A,T
B,deciduous,BAT2P02,30,NA,NA,7.5,strasp,Streblus asper,Moraceae,S,Y,NA,NA,0.621744,0.138954968,S,A,T
B,deciduous,BAT2P02,32,NA,NA,7.5,glysp,Glycosmis sp,Rutaceae,G,Y,NA,NA,0.43911,NA,G,A,T
B,deciduous,BAT2P02,60,NA,NA,12.5,celphi,Celtis philippenis,Ulmaceae,S,Y,NA,NA,0.593820603,0.083757201,G,A,T
B,deciduous,BAT2P02,34,NA,NA,10.5,ptetin,Pterocymbium tinctorium,Sterculiaceae,S,Y,NA,NA,0.25,0.070641633,S,A,T
B,deciduous,BAT2P02,128,NA,NA,27.5,ptetin,Pterocymbium tinctorium,Sterculiaceae,S,Y,NA,NA,0.25,0.070641633,S,A,T
B,deciduous,BAT2P02,84,NA,NA,21.5,stevil,Sterculia villosa,Sterculiaceae,S,Y,NA,NA,0.254856,0.127696287,S,A,T
B,deciduous,BAT2P02,30,NA,NA,7,agland,Aglaia andamanica,Meliaceae,S,Y,NA,NA,0.659026321,0.089693385,G,A,T
B,deciduous,BAT2P02,260.62,NA,NA,29.5,parins,Parishia insignis,Anacardiaceae,S,Y,NA,Y,0.556666667,0.090184995,S,A,T
B,deciduous,BAT2P02,104,NA,NA,22.5,adepav,Adenanthera pavonina,Mimosaceae,S,Y,NA,NA,0.686956111,0.105637222,S,A,T
B,deciduous,BAT2P02,33,NA,NA,9.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
B,deciduous,BAT2P02,31,NA,NA,11.5,drysma,Drypetes small,Euphorbioaceae,S,Y,NA,NA,0.706904579,0.075472281,G,A,T
B,deciduous,BAT2P02,84,NA,NA,14.5,agland,Aglaia andamanica,Meliaceae,S,Y,NA,NA,0.659026321,0.089693385,G,A,T
B,deciduous,BAT2P02,47,NA,NA,12.5,diopyr,Diospyros pyrrhocarpa,Ebenaceae,S,Y,NA,NA,0.64,0.130127619,S,A,T
B,deciduous,BAT2P02,42,NA,NA,12.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
B,deciduous,BAT2P02,270,NA,NA,NA,stump,stump,NA,G,Y,NA,Y,0.572311143,0.033908937,P,A,T
B,deciduous,BAT2P02,224,NA,NA,22.5,lancor,Lannea coromandelica,Anacardiaceae,S,NA,NA,Y,0.397296667,0.049785781,S,C,T
B,deciduous,BAT2P02,188,NA,NA,20.5,diland,Dillenia andamanica,Dilleniaceae,S,NA,NA,Y,0.61240513,0.066353381,G,C,T
B,deciduous,BAT2P02,196,NA,NA,21.5,garpin,Garuga pinnata,Burseraceae,S,NA,NA,Y,0.64,0.058126736,S,C,T
B,deciduous,BAT2P02,230,NA,NA,22.5,diland,Dillenia andamanica,Dilleniaceae,S,NA,NA,Y,0.61240513,0.066353381,G,C,T
B,deciduous,BAT2P02,181,NA,NA,26.5,terman,Terminalia manii,Combretaceae,S,NA,NA,Y,0.66,0.153541295,S,C,T
B,deciduous,BAT2P02,213,NA,NA,18.5,adepav,Adenanthera pavonina,Mimosaceae,S,NA,NA,Y,0.686956111,0.105637222,S,C,T
B,deciduous,BAT2P02,244.92,NA,NA,36.5,terbia,Terminalia bialata,Combretaceae,S,NA,NA,Y,0.554719761,0.153541295,G,C,T
B,deciduous,BAT2P02,224,NA,NA,25.5,adepav,Adenanthera pavonina,Mimosaceae,S,NA,NA,Y,0.686956111,0.105637222,S,C,T
B,deciduous,BAT2P02,323.42,NA,NA,36.5,terbia,Terminalia bialata,Combretaceae,S,NA,NA,Y,0.554719761,0.153541295,G,C,T
B,deciduous,BAT2P02,558.92,NA,NA,31.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P02,323.42,NA,NA,30.5,tetnud,Tetrameles nudiflora,Tetramelaceae,S,NA,NA,Y,0.307096,0.048223214,S,C,T
B,deciduous,BAT2P02,190,NA,NA,27.5,zanrhe,Zanthoxylum rhetsa,Rutaceae,S,NA,NA,Y,0.609957785,0.150879585,G,C,T
B,deciduous,BAT2P02,307.72,NA,NA,32.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P03,230,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.526886916,0.04017615,P,C,T
B,deciduous,BAT2P03,250,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.526886916,0.04017615,P,C,T
B,deciduous,BAT2P03,15,NA,NA,3,licpel,Licuala peltata,Arecaceae,S,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,107,NA,NA,17.5,mitrot,Mitragyna rotundifolia,Rubiaceae,S,Y,Y,NA,0.527408,0.052902901,S,B,T
B,deciduous,BAT2P03,49,NA,NA,8.5,atasp1,Atalantia sp,Rutaceae,S,Y,Y,NA,0.526886916,0.04017615,P,B,T
B,deciduous,BAT2P03,57,NA,NA,14.5,bomins,Bombax insigne,Bombacaceae,S,Y,Y,NA,0.371231783,0.07320674,G,B,T
B,deciduous,BAT2P03,19,NA,NA,2,licpel,Licuala peltata,Arecaceae,S,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,18,NA,NA,4,licpel,Licuala peltata,Arecaceae,S,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,18,NA,NA,3,licpel,Licuala peltata,Arecaceae,S,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,42,NA,NA,NA,belsp,Climber species,NA,G,Y,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,40,NA,NA,13.5,oroind,Oroxylum indicum,Bignoniaceae,S,Y,Y,NA,0.411093333,0.070025611,S,B,T
B,deciduous,BAT2P03,25,NA,NA,9.5,ptetin,Pterocymbium tinctorium,Sterculiaceae,S,NA,Y,NA,0.25,0.070641633,S,B,T
B,deciduous,BAT2P03,14,NA,NA,1.5,licpel,Licuala peltata,Arecaceae,S,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,14,NA,NA,3.5,licpel,Licuala peltata,Arecaceae,S,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,14,NA,NA,3.5,licpel,Licuala peltata,Arecaceae,S,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,15,NA,NA,1.5,licpel,Licuala peltata,Arecaceae,S,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,43,NA,NA,11.5,diound,Diospyros undulata,Ebenaceae,S,Y,Y,NA,0.69718256,0.130127619,G,B,T
B,deciduous,BAT2P03,13,NA,NA,5,stevil,Sterculia villosa,Sterculiaceae,S,NA,Y,NA,0.254856,0.127696287,S,B,T
B,deciduous,BAT2P03,20,NA,NA,6,bomins,Bombax insigne,Bombacaceae,S,NA,Y,NA,0.371231783,0.07320674,G,B,T
B,deciduous,BAT2P03,18,NA,NA,1.5,licpel,Licuala peltata,Arecaceae,S,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,16,NA,NA,4,licpel,Licuala peltata,Arecaceae,S,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,10,NA,NA,3.5,surmul,Suregada multiflora,Euphorbioaceae,S,NA,Y,NA,0.647472,0.033046136,S,B,T
B,deciduous,BAT2P03,12,NA,NA,3.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
B,deciduous,BAT2P03,10,NA,NA,3.5,blokur,Blumeodendron kurzii,Euphorbioaceae,S,NA,Y,NA,0.53,0.028284271,S,B,T
B,deciduous,BAT2P03,18,NA,NA,2.5,licpel,Licuala peltata,Arecaceae,S,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,16,NA,NA,4,licpel,Licuala peltata,Arecaceae,S,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,118,47,NA,13.5,stevil,Sterculia villosa,Sterculiaceae,S,Y,Y,NA,0.254856,0.127696287,S,B,T
B,deciduous,BAT2P03,11,NA,NA,3.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
B,deciduous,BAT2P03,22,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,18,NA,NA,5,diopyr,Diospyros pyrrhocarpa,Ebenaceae,S,NA,Y,NA,0.64,0.130127619,S,B,T
B,deciduous,BAT2P03,15,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,10,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,20,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,13,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,10,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,16,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,11,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.526886916,0.04017615,P,B,P
B,deciduous,BAT2P03,41,NA,NA,NA,belsp,Climber species,NA,G,Y,NA,NA,0.526886916,0.04017615,P,A,P
B,deciduous,BAT2P03,121,NA,NA,18.5,walpin,Walsura pinnata,Meliaceae,S,Y,NA,NA,0.867888,NA,G,A,T
B,deciduous,BAT2P03,44,NA,NA,11.5,ochwal,Ochna wallichii,Ochnaceae,S,Y,NA,NA,0.7461805,0.092329025,G,A,T
B,deciduous,BAT2P03,172,NA,NA,24.5,diland,Dillenia andamanica,Dilleniaceae,S,Y,NA,NA,0.61240513,0.066353381,G,A,T
B,deciduous,BAT2P03,276.32,NA,NA,33.5,terbia,Terminalia bialata,Combretaceae,S,Y,NA,Y,0.554719761,0.153541295,G,A,T
B,deciduous,BAT2P03,244.92,NA,NA,30.5,bomins,Bombax insigne,Bombacaceae,S,Y,NA,Y,0.371231783,0.07320674,G,A,T
B,deciduous,BAT2P03,200,NA,NA,24.5,mitrot,Mitragyna rotundifolia,Rubiaceae,S,Y,NA,Y,0.527408,0.052902901,S,A,T
B,deciduous,BAT2P03,37,NA,NA,9.5,laghyp,Lagerstroemia hypoleuca,Lythraceae,S,Y,NA,NA,0.552762,0.063149352,S,A,T
B,deciduous,BAT2P03,33,NA,NA,7.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
B,deciduous,BAT2P03,43,NA,NA,6,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
B,deciduous,BAT2P03,189,NA,NA,27.5,ptetin,Pterocymbium tinctorium,Sterculiaceae,S,NA,NA,Y,0.25,0.070641633,S,C,T
B,deciduous,BAT2P03,380,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.526886916,0.04017615,P,C,T
B,deciduous,BAT2P03,193,NA,NA,21.5,bomins,Bombax insigne,Bombacaceae,S,NA,NA,Y,0.371231783,0.07320674,G,C,T
B,deciduous,BAT2P03,248,NA,NA,11.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P03,433.32,NA,NA,36.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P03,211,NA,NA,31.5,stevil,Sterculia villosa,Sterculiaceae,S,NA,NA,Y,0.254856,0.127696287,S,C,T
B,deciduous,BAT2P03,574.62,NA,NA,35.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P03,188,NA,NA,26.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
B,deciduous,BAT2P03,533.8,NA,NA,32.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P03,191,NA,NA,24.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
B,deciduous,BAT2P03,220,NA,NA,32.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P03,401.92,NA,NA,26.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P03,181,NA,NA,23.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
B,deciduous,BAT2P03,196,NA,NA,22.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
B,deciduous,BAT2P03,211,NA,NA,29.5,terman,Terminalia manii,Combretaceae,S,NA,NA,Y,0.66,0.153541295,S,C,T
B,deciduous,BAT2P04,12,NA,NA,3.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
B,deciduous,BAT2P04,10,NA,NA,4,surmul,Suregada multiflora,Euphorbioaceae,S,NA,Y,NA,0.647472,0.033046136,S,B,T
B,deciduous,BAT2P04,15,NA,NA,4.5,drysma,Drypetes small,Euphorbioaceae,S,NA,Y,NA,0.706904579,0.075472281,G,B,T
B,deciduous,BAT2P04,12,NA,NA,5,atasp1,Atalantia sp,Rutaceae,S,NA,Y,NA,0.592030016,0.040129204,P,B,T
B,deciduous,BAT2P04,363,NA,NA,30.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,Y,Y,Y,0.62,0.056568542,S,B,T
B,deciduous,BAT2P04,76,10,NA,12.5,drysma,Drypetes small,Euphorbioaceae,S,Y,Y,NA,0.706904579,0.075472281,G,B,T
B,deciduous,BAT2P04,11,NA,NA,3,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
B,deciduous,BAT2P04,31,NA,NA,11.5,vitgla,Vitex glabrata,Verbenaceae,S,Y,Y,NA,0.57974,0.07705028,S,B,T
B,deciduous,BAT2P04,10,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.592030016,0.040129204,P,B,P
B,deciduous,BAT2P04,42,NA,NA,9.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,Y,NA,0.69718256,0.130127619,G,B,T
B,deciduous,BAT2P04,60,NA,NA,15.5,bomins,Bombax insigne,Bombacaceae,S,Y,Y,NA,0.371231783,0.07320674,G,B,T
B,deciduous,BAT2P04,30,NA,NA,4,strasp,Streblus asper,Moraceae,S,Y,Y,NA,0.621744,0.138954968,S,B,T
B,deciduous,BAT2P04,14,NA,NA,4,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
B,deciduous,BAT2P04,10,NA,NA,3.5,tabalt,Tabernaemontana alternifolia,Apocynaceae,S,NA,Y,NA,0.524774716,0.100269141,G,B,T
B,deciduous,BAT2P04,130,NA,NA,15.5,mitrot,Mitragyna rotundifolia,Rubiaceae,S,Y,Y,NA,0.527408,0.052902901,S,B,T
B,deciduous,BAT2P04,10,NA,NA,4,surmul,Suregada multiflora,Euphorbioaceae,S,NA,Y,NA,0.647472,0.033046136,S,B,T
B,deciduous,BAT2P04,17,NA,NA,4,atasp1,Atalantia sp,Rutaceae,S,NA,Y,NA,0.592030016,0.040129204,P,B,T
B,deciduous,BAT2P04,15,NA,NA,NA,belsp,Climber species,NA,G,NA,Y,NA,0.592030016,0.040129204,P,B,P
B,deciduous,BAT2P04,53,NA,NA,11.5,drysma,Drypetes small,Euphorbioaceae,S,Y,NA,NA,0.706904579,0.075472281,G,A,T
B,deciduous,BAT2P04,33,NA,NA,6.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
B,deciduous,BAT2P04,81,NA,NA,13.5,hetade,Heterophragma adenophyllum,Bignoniaceae,S,Y,NA,NA,0.76,0.125127858,S,A,T
B,deciduous,BAT2P04,66,NA,NA,14.5,walpin,Walsura pinnata,Meliaceae,S,Y,NA,NA,0.867888,NA,G,A,T
B,deciduous,BAT2P04,72,NA,NA,15.5,stevil,Sterculia villosa,Sterculiaceae,S,Y,NA,NA,0.254856,0.127696287,S,A,T
B,deciduous,BAT2P04,37,NA,NA,8.5,mitrot,Mitragyna rotundifolia,Rubiaceae,S,Y,NA,NA,0.527408,0.052902901,S,A,T
B,deciduous,BAT2P04,96,NA,NA,18.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
B,deciduous,BAT2P04,76,NA,NA,12.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
B,deciduous,BAT2P04,30,NA,NA,11.5,terbia,Terminalia bialata,Combretaceae,S,Y,NA,NA,0.554719761,0.153541295,G,A,T
B,deciduous,BAT2P04,244,NA,NA,26.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,Y,NA,Y,0.62,0.056568542,S,A,T
B,deciduous,BAT2P04,118,NA,NA,27.5,terbia,Terminalia bialata,Combretaceae,S,Y,NA,NA,0.554719761,0.153541295,G,A,T
B,deciduous,BAT2P04,330,NA,NA,NA,stump,stump,NA,G,Y,NA,Y,0.592030016,0.040129204,P,A,T
B,deciduous,BAT2P04,30,NA,NA,6.5,diopil,Diospyros pilosiuscula,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
B,deciduous,BAT2P04,31,NA,NA,NA,belsp,Climber species,NA,G,Y,NA,NA,0.592030016,0.040129204,P,A,P
B,deciduous,BAT2P04,38,NA,NA,11.5,drysma,Drypetes small,Euphorbioaceae,S,Y,NA,NA,0.706904579,0.075472281,G,A,T
B,deciduous,BAT2P04,70,NA,NA,14.5,drysma,Drypetes small,Euphorbioaceae,S,Y,NA,NA,0.706904579,0.075472281,G,A,T
B,deciduous,BAT2P04,142,NA,NA,19.5,diocor,Diospyros cordifolia,Ebenaceae,S,Y,NA,NA,0.73,0.130127619,S,A,T
B,deciduous,BAT2P04,66,NA,NA,14.5,diokur,Diospyros kurzii,Ebenaceae,S,Y,NA,NA,0.8,0.130127619,S,A,T
B,deciduous,BAT2P04,40,NA,NA,7.5,drysma,Drypetes small,Euphorbioaceae,S,Y,NA,NA,0.706904579,0.075472281,G,A,T
B,deciduous,BAT2P04,86,NA,NA,15.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,NA,NA,0.69718256,0.130127619,G,A,T
B,deciduous,BAT2P04,31,NA,NA,8.5,spopin,Spondias pinnata,Anacardiaceae,S,Y,NA,NA,0.2944072,0.06427548,S,A,T
B,deciduous,BAT2P04,145,NA,NA,21.5,terman,Terminalia manii,Combretaceae,S,Y,NA,NA,0.66,0.153541295,S,A,T
B,deciduous,BAT2P04,92,NA,NA,25.5,terbia,Terminalia bialata,Combretaceae,S,Y,NA,NA,0.554719761,0.153541295,G,A,T
B,deciduous,BAT2P04,250,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.592030016,0.040129204,P,C,T
B,deciduous,BAT2P04,210,NA,NA,29.5,terbia,Terminalia bialata,Combretaceae,S,NA,NA,Y,0.554719761,0.153541295,G,C,T
B,deciduous,BAT2P04,188.4,NA,NA,33.5,terbia,Terminalia bialata,Combretaceae,S,NA,NA,Y,0.554719761,0.153541295,G,C,T
B,deciduous,BAT2P04,181,NA,NA,27.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P04,219.8,NA,NA,36.5,terbia,Terminalia bialata,Combretaceae,S,NA,NA,Y,0.554719761,0.153541295,G,C,T
B,deciduous,BAT2P04,214,NA,NA,35.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P04,333,NA,NA,30.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P04,307.72,NA,NA,33.5,tetnud,Tetrameles nudiflora,Tetramelaceae,S,NA,NA,Y,0.307096,0.048223214,S,C,T
B,deciduous,BAT2P04,204,NA,NA,26.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P04,276,NA,NA,31.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
B,deciduous,BAT2P04,244,NA,NA,26.5,stevil,Sterculia villosa,Sterculiaceae,S,NA,NA,Y,0.254856,0.127696287,S,C,T
B,deciduous,BAT2P04,223,NA,NA,32.5,bomins,Bombax insigne,Bombacaceae,S,NA,NA,Y,0.371231783,0.07320674,G,C,T
B,deciduous,BAT2P04,207.24,NA,NA,37.5,terbia,Terminalia bialata,Combretaceae,S,NA,NA,Y,0.554719761,0.153541295,G,C,T
B,deciduous,BAT2P04,250,NA,NA,NA,stump,stump,NA,G,NA,NA,Y,0.592030016,0.040129204,P,C,T
B,deciduous,BAT2P04,371,NA,NA,31.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,NA,Y,0.62,0.056568542,S,C,T
B,deciduous,BAT2P04,197,NA,NA,25.5,terpro,Terminalia procera,Combretaceae,S,NA,NA,Y,0.52,0.153541295,S,C,T
B,deciduous,BAT2P05,14,NA,NA,3.5,aidden,Aidia densiflora,Rubiaceae,S,NA,Y,NA,0.752557363,0.08206892,G,B,T
B,deciduous,BAT2P05,15,NA,NA,3.5,semkur,Semecarpus kurzii,Anacardiaceae,S,NA,Y,NA,0.357206,0.087608313,G,B,T
B,deciduous,BAT2P05,16,NA,NA,4.5,surmul,Suregada multiflora,Euphorbioaceae,S,NA,Y,NA,0.647472,0.033046136,S,B,T
B,deciduous,BAT2P05,122,NA,NA,18.5,agland,Aglaia andamanica,Meliaceae,S,Y,Y,NA,0.659026321,0.089693385,G,B,T
B,deciduous,BAT2P05,11,NA,NA,4.5,diland,Dillenia andamanica,Dilleniaceae,S,NA,Y,NA,0.61240513,0.066353381,G,B,T
B,deciduous,BAT2P05,10,NA,NA,4,mimand,Mimusops andamanica,Sapotaceae,S,NA,Y,NA,0.843016197,0.061560279,G,B,T
B,deciduous,BAT2P05,10,NA,NA,5,caland,Calamus andamanicus,Arecaceae,S,NA,Y,NA,0.604481268,0.037598886,P,B,P
B,deciduous,BAT2P05,11,NA,NA,5,caland,Calamus andamanicus,Arecaceae,S,NA,Y,NA,0.604481268,0.037598886,P,B,P
B,deciduous,BAT2P05,34,NA,NA,6.5,clenit,Cleidion nitidum,Euphorbioaceae,S,Y,Y,NA,0.516666667,0.170098011,G,B,T
B,deciduous,BAT2P05,95,NA,NA,16.5,agland,Aglaia andamanica,Meliaceae,S,Y,Y,NA,0.659026321,0.089693385,G,B,T
B,deciduous,BAT2P05,40,NA,NA,12.5,dioooc,Diospyros oocarpa,Ebenaceae,S,Y,Y,NA,0.69718256,0.130127619,G,B,T
B,deciduous,BAT2P05,11,NA,NA,4.5,caland,Calamus andamanicus,Arecaceae,S,NA,Y,NA,0.604481268,0.037598886,P,B,P
B,deciduous,BAT2P05,36,NA,NA,6.5,diound,Diospyros undulata,Ebenaceae,S,Y,Y,NA,0.69718256,0.130127619,G,B,T
B,deciduous,BAT2P05,11,NA,NA,4.5,caland,Calamus andamanicus,Arecaceae,S,NA,Y,NA,0.604481268,0.037598886,P,B,P
B,deciduous,BAT2P05,12,NA,NA,4.5,ptedal,Pterocarpus dalbergioides,Fabaceae,S,NA,Y,NA,0.62,0.056568542,S,B,T
B,deciduous,BAT2P05,11,NA,NA,5,agland,Aglaia andamanica,Meliaceae,S,NA,Y,NA,0.659026321,0.089693385,G,B,T
B,deciduous,BAT2P05,10,NA,NA,6,aidcoc,Aidia cochinchinensis,Rubiaceae,S,NA,Y,NA,0.752557363,0.08206892,G,B,T
B,deciduous,BAT2P05,43,NA,NA,7.5,codand,Codiocarpus andamanica,Stemonuraceae,S,Y,Y,NA,0.604481268,0.037598886,P,B,T
B,deciduous,BAT2P05,18,NA,NA,7.5,semkur,Semecarpus kurzii,Anacardiaceae,S,NA,Y,NA,0.357206,0.087608313,G,B,T
B,deciduous,BAT2P05,10,NA,NA,4.5,diokur,Diospyros kurzii,Ebenaceae,S,NA,Y,NA,0.8,0.130127619,S,B,T
B,deciduous,BAT2P05,10,NA,NA,11.5,caland,Calamus andamanicus,Arecaceae,S,NA,Y,NA,0.604481268,0.037598886,P,B,P
B,deciduous,BAT2P05,74,NA,NA,10.5,sagell,Sageraea elliptica,Annonaceae,S,Y,Y,NA,0.67,0.086799749,S,B,T
B,deciduous,BAT2P05,35,NA,NA,6.5,sagell,Sageraea elliptica,Annonaceae,S,Y,Y,NA,0.67,0.086799749,S,B,T
